id,destination_city_name,destination_city_id,source_city_name,source_city_id,parcel_type,route_direction
5290,Katolagaon,2741,Baporekota,3542,1,0
5291,Ramalaabad,748,Bapallimuri,3451,1,2
5292,Batolapur,3690,Chikhedagiri,4451,1,1
5293,Mathanasari,1473,Ragaonpalli,391,1,1
5294,Magirigarh,1491,Batipore,3587,0,1
5295,Ratinagar,684,Rabastivali,939,1,0
5296,Kanagargadh,1977,Magiriwadi,1500,1,1
5297,Chigaontola,4243,Chiporevali,4504,0,1
5298,Masarihalli,1432,Kabastidih,2882,0,2
5299,Bagudasari,3674,Chikotagiri,4079,1,2
5300,Raporevali,660,Baabadpalli,2995,1,0
5301,Chipallinagar,4404,Chikhedapore,4455,1,2
5302,Kahattola,2786,Mavaligaon,1222,1,2
5303,Rahalligarh,158,Ragirisari,543,1,2
5304,Badihdih,3812,Raluruguda,646,1,2
5305,Ratijhar,711,Rahatwadi,849,1,2
5306,Kasarikheda,2407,Kaporepur,2574,1,0
5307,Rabarithana,420,Chikhedamala,4458,0,0
5308,Chipetkheda,4050,Ravaliti,271,1,0
5309,Bahalligadh,3062,Mamurihalli,1246,1,0
5310,Kamuriguda,2227,Kakotagarh,2142,0,2
5311,Bapallijhar,3470,Magadhkheda,1694,0,2
5312,Mabastibari,1905,Makotatola,1205,1,2
5313,Rakotaguda,243,Raporenagar,653,0,2
5314,Bapetgiri,3087,Kathanahalli,2424,1,1
5315,Kagaonabad,2298,Rahalliwadi,167,1,2
5316,Mabarikheda,1384,Bawadibasti,3255,1,0
5317,Kathananagar,2420,Ravalikudi,259,0,1
5318,Bajharbari,3765,Kamuriti,2224,1,2
5319,Kathanagadh,2442,Vinagarpur,4837,0,2
5320,Batolati,3712,Vipurabasti,4960,1,1
5321,Madihgiri,1878,Chihallibari,4013,0,0
5322,Vihalliluru,4981,Rakhedakudi,600,0,1
5323,Kaporepur,2574,Mabarimala,1389,0,0
5324,Kagadhguda,2661,Radihpore,921,0,2
5325,Mamurigarh,1243,Bajhargadh,3775,1,2
5326,Magiribasti,1519,Badihgarh,3785,1,1
5327,Mabarivali,1373,Mapuradih,1115,0,1
5328,Masarihat,1454,Chihatti,4704,1,2
5329,Mabariabad,1368,Chimalahat,4616,0,2
5330,Rakudihalli,316,Kamalagadh,2690,1,1
5331,Chipurapet,3975,Kagadhpura,2640,0,1
5332,Majharthana,1846,Ranagargadh,55,0,0
5333,Chipalligaon,4415,Ragudahalli,781,1,1
5334,Kaparapore,2378,Ragudapara,790,0,2
5335,Chigudahat,4647,Raporedih,681,1,0
5336,Chihallihat,4027,Rajharsari,884,1,0
5337,Kakhedakheda,2531,Managarhat,1020,1,1
5338,Kakhedagiri,2529,Bamuribasti,3193,0,1
5339,Vigarhnagar,4869,Viabadluru,4919,0,0
5340,Bavalidih,3161,Chipurgaon,3857,1,0
5341,Raparavali,443,Radihabad,903,1,1
5342,Kasarinagar,2389,Rakotathana,234,1,1
5343,Vigarhmala,4892,Rativali,691,0,1
5344,Kavaligarh,2173,Mamalamala,1730,1,2
5345,Makuditola,1298,Bamalathana,3644,1,0
5346,Magadhkota,1682,Magadhmala,1699,1,2
5347,Magadhkheda,1694,Chiabadmala,3962,0,2
5348,Bahallipur,3039,Maabadgarh,1057,0,0
5349,Bapurabari,3021,Chidihpet,4750,1,2
5350,Chihatkheda,4701,Chiparakota,4286,1,2
5351,Ragadhkota,721,Rakhedapet,596,0,1
5352,Basarimala,3373,Chipetnagar,4032,0,0
5353,Mavalisari,1225,Kanagarjhar,1982,0,1
5354,Kamurimala,2226,Rakudiguda,336,1,1
5355,Kaparakheda,2376,Chipuraluru,3989,1,0
5356,Ragiripore,549,Mapurabasti,1116,0,2
5357,Bakotagaon,3113,Chipurasari,3984,1,0
5358,Kaporejhar,2602,Kabarihat,2353,0,0
5359,Kajharpara,2805,Katolahalli,2734,0,2
5360,Rabastipara,945,Rasaripur,466,0,1
5361,Chijhargadh,4736,Mahalliti,1139,1,1
5362,Maluruwadi,1593,Chiwadiluru,4206,1,0
5363,Managarpur,993,Kagirimuri,2459,1,1
5364,Baporehalli,3540,Managarpet,999,0,2
5365,Kagudapur,2698,Vihallikota,4968,0,1
5366,Bavalisari,3147,Kajharthana,2807,1,1
5367,Katolahat,2756,Ragaonpore,394,1,2
5368,Mapetdih,1177,Kahatvali,2768,0,0
5369,Kabastiluru,2873,Kakotaluru,2160,1,0
5370,Vinagarthana,4853,Mamuripur,1241,1,2
5371,Matolakota,1775,Kalurupura,2547,0,2
5372,Mamalagaon,1718,Bagudagiri,3676,0,2
5373,Ravalidih,278,Kamalapara,2681,0,1
5374,Baabadluru,2997,Magadhguda,1700,1,1
5375,Bathanamala,3404,Bakuditola,3220,1,1
5376,Matipur,1644,Chipallihat,4430,1,0
5377,Kalurukheda,2562,Kavaligarh,2173,0,2
5378,Katolakudi,2739,Kaporekheda,2593,1,1
5379,Bakotakudi,3111,Masaripet,1433,1,0
5380,Bapettola,3096,Makotathana,1195,1,0
5381,Chisaripore,4331,Ranagarmuri,41,1,2
5382,Bapuragadh,3031,Vipurpore,4827,1,0
5383,Ragarhpura,67,Bathanahat,3407,0,0
5384,Chiwadibasti,4216,Kamalabasti,2697,0,0
5385,Ramalapura,749,Kaporebari,2587,1,0
5386,Kaabadti,2038,Makotawadi,1190,0,2
5387,Rathanapore,518,Rahatsari,853,0,2
5388,Rajharpet,875,Madihpore,1882,1,2
5389,Chigiripet,4378,Kakhedati,2534,1,1
5390,Mathanawadi,1469,Mathanaluru,1478,1,2
5391,Kawadigarh,2266,Bapalligarh,3444,0,1
5392,Ramalavali,753,Bapetnagar,3071,1,0
5393,Mapallipalli,1538,Kasaripur,2388,1,2
5394,Bamalahat,3655,Ragaonpur,373,0,1
5395,Kabastithana,2869,Ratiwadi,694,1,1
5396,Chiporejhar,4524,Bagudakota,3666,1,0
5397,Malurupalli,1600,Makhedamuri,1560,1,1
5398,Chipurhat,3872,Magaonguda,1359,1,0
5399,Chikudipura,4159,Bavaligaon,3144,1,1
5400,Masarigaon,1439,Kaparajhar,2385,1,0
5401,Bakhedamala,3497,Rapuragadh,148,1,2
5402,Batolagarh,3692,Rahalliwadi,167,1,0
5403,Ramurivali,288,Chibastibasti,4805,0,0
5404,Baparavali,3326,Mapetgadh,1171,1,1
5405,Baparagarh,3320,Kaporekota,2581,0,0
5406,Mabastigarh,1894,Bakudimala,3218,1,0
5407,Raparaabad,438,Rabastipore,952,1,0
5408,Chipetpet,4037,Chinagardih,3905,1,2
5409,Bahatkheda,3740,Mapallisari,1535,0,0
5410,Bahatpara,3735,Mapuraguda,1111,1,2
5411,Kahalliluru,2098,Bakuditi,3216,0,0
5412,Malurupura,1586,Bapallikota,3449,0,0
5413,Rahatmala,862,Raporepur,652,1,2
5414,Bagaonkota,3263,Bavalimala,3156,1,1
5415,Chiwadigiri,4203,Ratinagar,684,1,1
5416,Rasaripet,472,Rahatwadi,849,1,1
5417,Rapurjhar,29,Bagadhwadi,3608,0,0
5418,Chipalligadh,4426,Rajharpalli,887,1,1
5419,Chinagarwadi,3887,Maabadkota,1062,1,2
5420,Chiparavali,4287,Chimalapura,4593,1,0
5421,Rakhedabari,603,Chisarigaon,4322,1,0
5422,Kagaongaon,2307,Mamurihalli,1246,0,0
5423,Mabastiabad,1895,Rahattola,864,0,0
5424,Kagarhpalli,2003,Chihalliguda,4025,0,0
5425,Chinagarjhar,3904,Baporepara,3549,1,0
5426,Bapallibasti,3472,Vipuragarh,4932,1,0
5427,Ragaonpet,379,Kakotasari,2155,1,0
5428,Ragudathana,792,Kapurmuri,1932,1,0
5429,Kahatsari,2775,Kakudiguda,2258,0,1
5430,Baparanagar,3319,Chigaongarh,4219,1,0
5431,Bapuratola,3034,Magiribasti,1519,1,2
5432,Kagadhmuri,2645,Chikotabari,4075,0,1
5433,Chidihpur,4744,Ratolapura,811,0,1
5434,Maparahat,1423,Magudagaon,1749,1,0
5435,Mawadigarh,1305,Mahallikudi,1127,1,2
5436,Rasaripura,470,Madihjhar,1889,0,2
5437,Kaporewadi,2585,Bakhedatola,3499,0,2
5438,Rabastitola,957,Kagudawadi,2709,0,1
5439,Magirihat,1516,Badihvali,3791,0,2
5440,Baabadgiri,2994,Magaongiri,1351,0,0
5441,Bapallimuri,3451,Mavalinagar,1211,1,2
5442,Ragadhmala,738,Kaabadgaon,2028,1,2
5443,Bavaliluru,3152,Chimurikheda,4143,0,2
5444,Rakotabari,231,Chiporebari,4509,1,2
5445,Rabarinagar,405,Bagirihat,3438,1,1
5446,Kasaripalli,2406,Chiabadgaon,3950,0,1
5447,Mabastipalli,1910,Bahatjhar,3749,1,1
5448,Kakudibari,2246,Kaparagaon,2369,0,1
5449,Bagarhgiri,2963,Baporevali,3543,1,1
5450,Ramalagaon,757,Kakhedajhar,2540,0,0
5451,Chinagarhat,3903,Balurugaon,3516,0,2
5452,Viabadguda,4924,Magudati,1759,1,0
5453,Chimurivali,4132,Balurutola,3530,1,0
5454,Ragadhpura,718,Kahalliabad,2081,0,0
5455,Kawadipura,2268,Raparapore,456,1,0
5456,Bakotaluru,3121,Kagadhpura,2640,1,1
5457,Magiripalli,1507,Magirigarh,1491,1,2
5458,Chimuriguda,4149,Rapetbasti,217,0,0
5459,Chiluruhalli,4470,Chigiriabad,4375,0,2
5460,Masaridih,1456,Kakhedapara,2526,1,2
5461,Chidihpura,4748,Chitolavali,4659,0,0
5462,Makotagadh,1202,Chihatpet,4688,1,2
5463,Ravalibari,262,Bawadigiri,3242,1,1
5464,Magudapalli,1755,Kapetbasti,2139,1,2
5465,Ragadhtola,740,Ranagarnagar,33,0,0
5466,Bahallimala,3063,Chikotathana,4078,0,0
5467,Mathananagar,1459,Rathanabari,510,1,0
5468,Kapalligiri,2498,Kapetguda,2134,1,0
5469,Chigadhpara,4572,Magaonwadi,1345,1,0
5470,Bajhargaon,3764,Chibastipur,4775,0,2
5471,Chimalagaon,4601,Magudaluru,1757,1,1
5472,Ragadhdih,743,Bamuriguda,3188,1,1
5473,Kamalathana,2683,Rapurguda,26,0,1
5474,Mapallisari,1535,Bakudigadh,3217,1,1
5475,Chikotapura,4066,Chibarihat,4275,1,1
5476,Bahallivali,3047,Katolagadh,2752,1,2
5477,Rawadikota,349,Bagarhpara,2960,0,0
5478,Raabadmala,118,Chigarhmuri,3916,0,1
5479,Matipura,1648,Kabastitola,2879,0,1
5480,Chivalimala,4117,Kagaongadh,2318,1,1
5481,Bathanakota,3387,Chithanagaon,4353,0,2
5482,Masarihat,1454,Managarhalli,998,1,0
5483,Kagirinagar,2451,Managarluru,1013,0,2
5484,Kagaonpur,2295,Magarhgadh,1047,0,0
5485,Chijharkota,4720,Kaabadpara,2030,0,2
5486,Basarikheda,3368,Majhardih,1859,0,1
5487,Chikotaabad,4065,Kahalliabad,2081,0,1
5488,Kakotabari,2153,Chimuripara,4138,0,1
5489,Chigaonmuri,4226,Magaonnagar,1335,1,1
5490,Maabadpalli,1073,Viabadmuri,4908,0,2
5491,Kaporethana,2590,Baabadbari,2990,1,1
5492,Kagarhsari,2000,Magirihat,1516,1,0
5493,Rabastibari,944,Mahallipet,1123,1,1
5494,Rapurajhar,153,Kagirithana,2466,1,2
5495,Mapallimala,1544,Kagudakudi,2708,1,2
5496,Chibaripara,4262,Rapurabari,138,0,0
5497,Vihallibasti,4991,Mabaribari,1378,0,2
5498,Chigudati,4642,Ranagarsari,47,0,0
5499,Bawadimuri,3234,Baabadabad,2980,0,2
5500,Kawadigarh,2266,Vihallipore,4982,0,2
5501,Chigaonkota,4224,Chisarimala,4334,0,0
5502,Kahatjhar,2788,Mapalligarh,1522,0,2
5503,Kaabadtola,2042,Batolapur,3690,1,2
5504,Vigarhvali,4876,Ragadhnagar,715,0,1
5505,Bapetpara,3084,Matipara,1658,0,2
5506,Chiparakudi,4289,Baparahat,3345,1,2
5507,Kamalagadh,2690,Mathanagadh,1481,1,1
5508,Chitolati,4673,Magiridih,1518,0,0
5509,Kamurigaon,2214,Rapalliti,581,0,2
5510,Bahatbasti,3751,Chitikheda,4546,0,0
5511,Chikudigiri,4172,Kapetsari,2124,1,0
5512,Rawadikota,349,Vihallikheda,4980,1,0
5513,Rabaripore,425,Mapalligiri,1537,1,2
5514,Chigiripura,4376,Bapurahalli,3013,1,1
5515,Bamurikheda,3182,Rapurahat,152,0,0
5516,Bamurigiri,3180,Kahatpara,2774,1,0
5517,Chibastipur,4775,Kabastisari,2868,0,1
5518,Bapurgadh,2907,Chitikota,4534,0,1
5519,Baporebasti,3565,Vihalligarh,4963,1,1
5520,Majhargaon,1842,Mabaripara,1379,0,1
5521,Kahallikudi,2088,Rajharthana,885,0,0
5522,Chibastigadh,4798,Managarthana,1009,1,2
5523,Baparawadi,3329,Rapurti,23,1,1
5524,Bapetkota,3077,Kaabadnagar,2017,1,0
5525,Makudithana,1288,Kalurumala,2567,0,1
5526,Rajharmala,893,Rakotapore,239,1,2
5527,Batipalli,3584,Kaporegadh,2597,0,0
5528,Chigudamala,4644,Radihpara,914,0,0
5529,Chikotaguda,4087,Rakhedamala,614,1,2
5530,Ragirisari,543,Chihallithana,4016,1,0
5531,Chigadhtola,4584,Rapetnagar,188,1,1
5532,Batoladih,3719,Kagudapore,2719,0,2
5533,Magaonbari,1347,Ramalagadh,768,1,2
5534,Rabarimuri,413,Kamurithana,2218,1,1
5535,Katiluru,2625,Mapuravali,1094,1,0
5536,Chibarigaon,4260,Rapetmuri,196,0,1
5537,Bathanahalli,3385,Ragirikota,535,1,2
5538,Ragaongadh,396,Babarimuri,3296,0,2
5539,Chigaonmuri,4226,Kavalipura,2175,1,2
5540,Chitigadh,4550,Kasarigadh,2411,1,2
5541,Chisarikota,4317,Chiparatola,4305,0,0
5542,Kaporemuri,2583,Kaporegaon,2586,0,2
5543,Badihbari,3796,Magaonabad,1337,0,2
5544,Katolatola,2755,Bahatjhar,3749,0,0
5545,Bamalakudi,3638,Kaabadkheda,2035,0,1
5546,Bahalliguda,3064,Bapallihat,3469,0,1
5547,Mabarivali,1373,Bapetkudi,3080,1,2
5548,Katolaguda,2754,Chimurivali,4132,0,2
5549,Ramalagarh,747,Viabadluru,4919,0,1
5550,Rabastiabad,934,Rawadiabad,345,0,0
5551,Rahallivali,164,Chisariti,4332,1,1
5552,Chimuribari,4137,Chinagarabad,3879,0,0
5553,Matikheda,1663,Babastisari,3829,0,2
5554,Malurudih,1611,Kagadhhalli,2641,0,1
5555,Bagadhmala,3621,Maporegiri,1630,0,1
5556,Bapurabad,2887,Chiwadikheda,4205,0,2
5557,Kasariluru,2408,Kapallibari,2494,0,0
5558,Chijharnagar,4714,Ratolati,829,1,0
5559,Maparawadi,1407,Batolatola,3716,1,2
5560,Chijharpur,4713,Bagiripore,3432,0,0
5561,Chigarhtola,3933,Mapalliguda,1545,0,0
5562,Managarjhar,1021,Ravaligiri,266,0,1
5563,Rapallipura,563,Badihdih,3812,1,1
5564,Chilurupara,4479,Kaporeguda,2599,0,1
5565,Mawadigaon,1315,Vipurapur,4930,0,1
5566,Chigaongiri,4234,Kagadhwadi,2647,1,2
5567,Rapuramala,149,Bamalavali,3636,1,0
5568,Chitipur,4527,Ratolaabad,810,1,2
5569,Kakhedakudi,2522,Chijharmala,4737,1,2
5570,Rapallidih,588,Chigaonthana,4233,0,0
5571,Rakotagadh,241,Kamalatola,2693,1,2
5572,Chihalligaon,4012,Mabaridih,1394,0,2
5573,Bagarhpalli,2964,Rapuramala,149,0,1
5574,Bajharsari,3767,Bagarhpore,2967,0,2
5575,Bahallikudi,3049,Bamurijhar,3191,0,0
5576,Kaporethana,2590,Chihatpura,4686,0,0
5577,Chithanabasti,4371,Bagadhgaon,3609,0,0
5578,Rasarigarh,468,Kabastikudi,2863,1,1
5579,Ravalihalli,254,Magaonnagar,1335,0,0
5580,Bapurahat,3035,Rabastisari,946,0,2
5581,Bakotakota,3108,Raporehalli,657,1,2
5582,Makudimuri,1281,Chikhedapara,4448,1,0
5583,Kagadhgaon,2648,Mapetpara,1162,0,0
5584,Babastihalli,3819,Baparahalli,3323,1,2
5585,Mabaribasti,1395,Chipallipore,4424,0,0
5586,Magudapalli,1755,Bavaliti,3154,0,2
5587,Ralurutola,647,Maparadih,1425,0,2
5588,Chigaonpur,4217,Kakudisari,2248,0,0
5589,Chipetthana,4047,Chitijhar,4555,0,1
5590,Kasarihat,2415,Chigaonjhar,4245,0,1
5591,Chigiriti,4394,Chibarikota,4255,1,0
5592,Balurupara,3518,Vigarhtola,4894,0,0
5593,Ratolatola,833,Chimalagaon,4601,0,0
5594,Badihpura,3787,Bakotapura,3105,1,1
5595,Matiguda,1669,Kagarhgarh,1987,1,2
5596,Vipurapara,4944,Magadhkheda,1694,0,2
5597,Magudaguda,1762,Mapetkota,1155,0,2
5598,Baabaddih,3006,Chihallipara,4014,0,1
5599,Chinagarkheda,3895,Vipurmuri,4815,0,2
5600,Chimalatola,4615,Kapallinagar,2482,0,2
5601,Bapallipur,3442,Bamalagiri,3645,0,1
5602,Majharpura,1834,Ragarhgarh,65,1,0
5603,Bakudigarh,3196,Mapetgarh,1150,1,1
5604,Malurubari,1595,Baabadwadi,2988,0,1
5605,Kakhedadih,2541,Kapallitola,2507,1,1
5606,Kapurgaon,1935,Bagadhmala,3621,0,2
5607,Kathanatola,2445,Chipetthana,4047,1,2
5608,Babaripur,3287,Kajharpur,2791,0,1
5609,Chigudakheda,4639,Bakudisari,3209,0,1
5610,Bapallipet,3448,Raluruthana,637,1,2
5611,Kavalipalli,2189,Kahatabad,2763,1,0
5612,Ragarhtola,89,Magarhpalli,1042,0,1
5613,Kamaladih,2696,Majhardih,1859,1,2
5614,Chigiripore,4393,Kapetpura,2113,0,2
5615,Rathanagarh,499,Badihti,3805,1,2
5616,Batolamuri,3699,Chibarimala,4272,1,1
5617,Bagaonmuri,3265,Chimurigiri,4141,1,2
5618,Kalurujhar,2571,Kamurikudi,2212,1,2
5619,Ragirihat,555,Badihmala,3807,1,0
5620,Radihbari,913,Madihti,1883,0,1
5621,Mabaripur,1365,Kagirigaon,2462,0,2
5622,Bakudigiri,3211,Bavalivali,3140,1,1
5623,Rawadiabad,345,Kasaripalli,2406,0,0
5624,Kaparagarh,2359,Bapurti,2906,1,0
5625,Bagaonti,3278,Vipurpalli,4824,0,1
5626,Ranagarwadi,43,Mabastipet,1898,0,1
5627,Kagirigadh,2473,Rapuraabad,128,1,0
5628,Kanagargiri,1971,Batolapalli,3708,0,1
5629,Rapetnagar,188,Managarhalli,998,1,0
5630,Kakhedanagar,2513,Masaritola,1453,0,2
5631,Chibarihat,4275,Ratipur,683,0,2
5632,Rasarigiri,483,Rakotapalli,236,0,1
5633,Kaabaddih,2045,Babaripalli,3305,1,2
5634,Kapallipalli,2499,Kagadhkudi,2646,0,0
5635,Chijharjhar,4741,Bathanakota,3387,0,2
5636,Chigudapura,4624,Kagarhmala,2009,0,0
5637,Kahallinagar,2079,Basarigiri,3366,0,0
5638,Chihallisari,4015,Makhedati,1573,1,2
5639,Radihpura,904,Babastipet,3820,0,0
5640,Viabadgarh,4901,Rapalliabad,562,0,1
5641,Magiriluru,1509,Mapuragadh,1109,0,1
5642,Chigadhbari,4571,Chigarhhalli,3912,0,2
5643,Kaluruhat,2570,Kaluruguda,2568,1,2
5644,Kathanagaon,2431,Magarhgiri,1041,1,2
5645,Bakotawadi,3112,Bathanabasti,3410,1,2
5646,Rahatluru,858,Rajharhat,896,0,1
5647,Mapurahat,1113,Chiwaditi,4208,1,2
5648,Chigiriluru,4392,Raparajhar,463,1,2
5649,Mamalapara,1720,Bagudapet,3665,0,2
5650,Ragirihat,555,Babastibasti,3844,1,2
5651,Bahatluru,3741,Magudajhar,1765,1,2
5652,Kaporethana,2590,Kakotathana,2156,1,0
5653,Chihatpalli,4700,Baporepura,3539,1,1
5654,Vihalliguda,4986,Vipurakheda,4949,0,2
5655,Kahalliguda,2103,Bapallihat,3469,1,1
5656,Chitolabari,4664,Rapalliabad,562,0,2
5657,Raparapalli,453,Chiparawadi,4290,0,1
5658,Rakotajhar,246,Kahatkota,2767,1,0
5659,Mapurakota,1093,Kakotapara,2154,0,2
5660,Kalurukota,2550,Makotabari,1192,1,2
5661,Kamuripara,2216,Managarmuri,1002,1,1
5662,Ragarhmala,87,Maluruhalli,1587,1,1
5663,Bajharkudi,3762,Mathanati,1480,0,0
5664,Chigadhmuri,4567,Batolathana,3706,0,2
5665,Magaonkheda,1353,Chiabadhalli,3943,1,0
5666,Chigadhsari,4573,Chithanapura,4345,0,2
5667,Raabadbasti,124,Bakhedapur,3473,0,2
5668,Kaabadmala,2040,Raporeti,674,0,0
5669,Baabadpalli,2995,Rakotanagar,219,1,0
5670,Rabastigiri,948,Kaporegaon,2586,0,1
5671,Bathanaguda,3405,Bagaondih,3285,0,0
5672,Bamalatola,3654,Kapurdih,1952,0,1
5673,Bamurimala,3187,Mathanagadh,1481,0,1
5674,Mabaripura,1369,Bapallipur,3442,1,0
5675,Mawadimuri,1312,Kabastipur,2853,0,0
5676,Chiabadjhar,3966,Bakudigadh,3217,1,1
5677,Chitolajhar,4679,Rabarimala,428,1,1
5678,Kagudapalli,2716,Maparakudi,1406,1,0
5679,Rajharwadi,880,Radihgaon,912,0,2
5680,Bapallikudi,3452,Kakotagarh,2142,1,2
5681,Bapurapur,3008,Ravalihat,276,1,1
5682,Rapurpet,7,Chijharluru,4733,1,0
5683,Chilurukheda,4484,Madihhalli,1866,0,1
5684,Rakhedapura,594,Chibarigiri,4265,0,2
5685,Chilurupara,4479,Chikudipara,4169,1,2
5686,Raporegadh,675,Chivaliguda,4118,0,0
5687,Rakhedabasti,620,Kapurluru,1943,1,1
5688,Ragarhkudi,73,Magaonhalli,1339,0,1
5689,Chiwadikota,4193,Viabadabad,4902,1,0
5690,Managarnagar,994,Baparakudi,3328,1,2
5691,Magaongadh,1357,Kahatluru,2780,0,1
5692,Kaparapura,2361,Mamalagaon,1718,1,1
5693,Kagirigarh,2452,Kasarigiri,2405,0,0
5694,Chipuramuri,3978,Rasarigiri,483,0,2
5695,Banagarpur,2915,Kapurpura,1927,1,1
5696,Chitolapara,4665,Bagarhhalli,2951,0,2
5697,Ranagarluru,52,Bamurigiri,3180,0,0
5698,Ragirigarh,530,Chigudadih,4649,1,0
5699,Rawadipura,346,Chigaonkota,4224,0,0
5700,Vihallikota,4968,Babastipur,3814,1,1
5701,Rahatabad,841,Kagadhti,2658,1,2
5702,Chilurukota,4472,Bajharwadi,3763,1,2
5703,Chihallinagar,4001,Maporegiri,1630,0,1
5704,Kagarhtola,2011,Ragaonluru,393,0,0
5705,Ravalithana,265,Chipetkota,4038,0,2
5706,Matolapura,1772,Kawadinagar,2265,0,0
5707,Kahatgaon,2772,Matikheda,1663,0,1
5708,Ranagarhalli,37,Chigaongiri,4234,1,0
5709,Mapetluru,1168,Rabastikota,938,0,0
5710,Makudikudi,1282,Chigarhmuri,3916,1,2
5711,Katolapur,2729,Mapurvali,970,0,2
5712,Kapallipalli,2499,Malurugiri,1599,0,1
5713,Chikotabari,4075,Raparakheda,454,0,1
5714,Mavaliluru,1230,Rabarijhar,432,1,0
5715,Bavalithana,3148,Badihti,3805,0,1
5716,Chiparaluru,4299,Bajharhat,3779,0,2
5717,Chikudigadh,4178,Bamalapet,3634,0,0
5718,Kahattola,2786,Vipurabasti,4960,1,0
5719,Kalurudih,2572,Rajharnagar,870,0,1
5720,Chitipalli,4545,Madihtola,1887,1,1
5721,Bagudathana,3675,Bamuripalli,3181,0,2
5722,Kapetthana,2125,Rakudisari,326,1,1
5723,Ramurigadh,303,Chihallipura,4004,1,2
5724,Makhedapore,1572,Kakotavali,2148,0,2
5725,Chidihmala,4768,Batolawadi,3701,1,0
5726,Rakotamuri,227,Ramalasari,760,0,2
5727,Raporegarh,654,Kagaonkudi,2305,0,2
5728,Banagarkota,2922,Badihpura,3787,1,1
5729,Managarpur,993,Chipuragiri,3986,1,1
5730,Kanagarkota,1961,Kakudiabad,2236,1,2
5731,Chigiribasti,4402,Raluruwadi,632,1,1
5732,Mahallitola,1143,Mapethalli,1153,0,1
5733,Chitolathana,4667,Ramalapura,749,1,1
5734,Mapuragarh,1088,Chigaonbasti,4247,1,2
5735,Kagarhbasti,2015,Kadihpet,2828,0,0
5736,Chikotapet,4068,Baabadkheda,2996,1,0
5737,Rajhardih,898,Chiporekheda,4515,0,0
5738,Kathanahat,2446,Maporemala,1637,1,1
5739,Kapuradih,2076,Rakhedaguda,615,1,1
5740,Kavalikheda,2190,Chipallipara,4417,0,1
5741,Rabaridih,433,Chidihabad,4747,0,1
5742,Kalurumala,2567,Kabastikheda,2872,1,0
5743,Bapuragiri,3025,Madihpalli,1879,1,1
5744,Chibastigarh,4777,Ragirimala,552,0,1
5745,Kagaonguda,2320,Vipuramala,4954,1,0
5746,Mabarigaon,1377,Kanagarnagar,1955,1,0
5747,Ranagargadh,55,Managardih,1022,1,0
5748,Majharhalli,1835,Kamuribari,2215,1,0
5749,Ragadhkheda,733,Batipore,3587,1,0
5750,Kagadhvali,2644,Chitolamala,4675,0,1
5751,Chikuditi,4177,Rapalliti,581,0,1
5752,Masariluru,1447,Magaonti,1356,0,2
5753,Chipurabari,3982,Maparapur,1396,0,1
5754,Chigiripura,4376,Magiripara,1503,0,2
5755,Kapethat,2136,Magadhpore,1696,0,1
5756,Katolati,2751,Rabastigarh,933,1,0
5757,Banagarnagar,2916,Bagarhbasti,2976,0,1
5758,Kawadipara,2278,Viabadkudi,4909,1,2
5759,Radihgiri,917,Malurudih,1611,0,0
5760,Kajharsari,2806,Mapallipur,1520,0,2
5761,Rabaribari,417,Mathanapur,1458,1,0
5762,Kaabadthana,2032,Kagadhjhar,2664,1,1
5763,Kakhedavali,2520,Chikhedabari,4447,0,1
5764,Maporedih,1642,Mahalligiri,1134,0,2
5765,Katipur,2605,Mapuraabad,1089,1,1
5766,Chigudapet,4626,Bavalitola,3158,0,2
5767,Katiluru,2625,Raparaabad,438,1,1
5768,Magudapet,1743,Chihallivali,4008,1,2
5769,Chigudakheda,4639,Banagartola,2941,0,2
5770,Chikotabari,4075,Kamalagaon,2679,0,0
5771,Baparagadh,3341,Vipurti,4828,0,0
5772,Bakotapura,3105,Rakotabari,231,0,0
5773,Majhargaon,1842,Rapurapura,129,0,2
5774,Bakudigaon,3206,Chikotati,4084,0,0
5775,Managarmuri,1002,Ralurupet,627,1,2
5776,Madihgarh,1863,Chipallikudi,4413,1,2
5777,Chitigiri,4544,Ragarhmala,87,1,2
5778,Ragudabasti,806,Maluruhalli,1587,0,1
5779,Madihmala,1885,Mamalapura,1710,0,0
5780,Baabadgadh,3000,Chigadhmuri,4567,0,2
5781,Bamuripet,3169,Bajharhalli,3757,1,0
5782,Chilurunagar,4466,Kagaontola,2321,0,0
5783,Maluruluru,1602,Baporesari,3550,1,0
5784,Rapallikudi,569,Mabastikudi,1902,0,2
5785,Rapurapalli,143,Kanagarmala,1978,1,0
5786,Kagudapara,2712,Kagiribasti,2480,1,0
5787,Managartola,1019,Bakotabari,3114,0,0
5788,Chikotathana,4078,Chiporepalli,4514,0,0
5789,Rajhardih,898,Kamurinagar,2203,1,1
5790,Kagaonti,2317,Vinagarnagar,4838,0,0
5791,Chipurakheda,3988,Vipuragiri,4947,1,1
5792,Ratolabasti,837,Chiparamala,4303,1,1
5793,Ratolaabad,810,Bagadhthana,3613,1,2
5794,Kamalapet,2673,Kalurubasti,2573,0,2
5795,Kaparanagar,2358,Baluruti,3526,1,1
5796,Rakudigaon,323,Basarikota,3356,1,1
5797,Chigiritola,4398,Bawadikudi,3235,0,1
5798,Bapallitola,3468,Bahalliluru,3059,1,1
5799,Matithana,1660,Bakhedapur,3473,1,2
